t_min,glucose_true_mg_dl,sensor_mg_dl,sensor_valid,carbs_g_step,iir_u_per_h,exercise_pct,hr_bpm
228.0000,876.1261,0.0000,0,0.0000,1.0000,0.0000,0.0000
229.0000,880.3673,0.0000,0,0.0000,1.0000,0.0000,0.0000
230.0000,884.6090,884.6090,1,0.0000,1.0000,0.0000,0.0000
231.0000,888.8514,0.0000,0,0.0000,1.0000,0.0000,0.0000
232.0000,893.0944,0.0000,0,0.0000,1.0000,0.0000,0.0000
233.0000,897.3381,0.0000,0,0.0000,1.0000,0.0000,0.0000
234.0000,901.5823,0.0000,0,0.0000,1.0000,0.0000,0.0000
235.0000,905.8271,905.8271,1,0.0000,1.0000,0.0000,0.0000
236.0000,910.0726,0.0000,0,0.0000,1.0000,0.0000,0.0000
237.0000,914.3185,0.0000,0,0.0000,1.0000,0.0000,0.0000
238.0000,918.5651,0.0000,0,0.0000,1.0000,0.0000,0.0000
239.0000,922.8121,0.0000,0,0.0000,1.0000,0.0000,0.0000
240.0000,927.0598,927.0598,1,0.0000,1.0000,0.0000,0.0000
241.0000,931.3079,0.0000,0,0.0000,1.0000,0.0000,0.0000
242.0000,935.5565,0.0000,0,0.0000,1.0000,0.0000,0.0000
243.0000,939.8057,0.0000,0,0.0000,1.0000,0.0000,0.0000
244.0000,944.0553,0.0000,0,0.0000,1.0000,0.0000,0.0000
245.0000,948.3055,948.3055,1,0.0000,1.0000,0.0000,0.0000
246.0000,952.5560,0.0000,0,0.0000,1.0000,0.0000,0.0000
247.0000,956.8071,0.0000,0,0.0000,1.0000,0.0000,0.0000
248.0000,961.0586,0.0000,0,0.0000,1.0000,0.0000,0.0000
249.0000,965.3106,0.0000,0,0.0000,1.0000,0.0000,0.0000
250.0000,969.5630,969.5630,1,0.0000,1.0000,0.0000,0.0000
251.0000,973.8158,0.0000,0,0.0000,1.0000,0.0000,0.0000
252.0000,978.0691,0.0000,0,0.0000,1.0000,0.0000,0.0000
253.0000,982.3227,0.0000,0,0.0000,1.0000,0.0000,0.0000
254.0000,986.5768,0.0000,0,0.0000,1.0000,0.0000,0.0000
255.0000,990.8312,990.8312,1,0.0000,1.0000,0.0000,0.0000
256.0000,995.0861,0.0000,0,0.0000,1.0000,0.0000,0.0000
257.0000,999.3413,0.0000,0,0.0000,1.0000,0.0000,0.0000
258.0000,1003.5969,0.0000,0,0.0000,1.0000,0.0000,0.0000
259.0000,1007.8528,0.0000,0,0.0000,1.0000,0.0000,0.0000
260.0000,1012.1091,1012.1091,1,0.0000,1.0000,0.0000,0.0000
261.0000,1016.3658,0.0000,0,0.0000,1.0000,0.0000,0.0000
262.0000,1020.6228,0.0000,0,0.0000,1.0000,0.0000,0.0000
263.0000,1024.8801,0.0000,0,0.0000,1.0000,0.0000,0.0000
264.0000,1029.1378,0.0000,0,0.0000,1.0000,0.0000,0.0000
265.0000,1033.3958,1033.3958,1,0.0000,1.0000,0.0000,0.0000
266.0000,1037.6540,0.0000,0,0.0000,1.0000,0.0000,0.0000
267.0000,1041.9126,0.0000,0,0.0000,1.0000,0.0000,0.0000
268.0000,1046.1715,0.0000,0,0.0000,1.0000,0.0000,0.0000
269.0000,1050.4307,0.0000,0,0.0000,1.0000,0.0000,0.0000
270.0000,1054.6902,1054.6902,1,0.0000,1.0000,0.0000,0.0000
271.0000,1058.9499,0.0000,0,0.0000,1.0000,0.0000,0.0000
272.0000,1063.2100,0.0000,0,0.0000,1.0000,0.0000,0.0000
273.0000,1067.4703,0.0000,0,0.0000,1.0000,0.0000,0.0000
274.0000,1071.7308,0.0000,0,0.0000,1.0000,0.0000,0.0000
275.0000,1075.9916,1075.9916,1,0.0000,1.0000,0.0000,0.0000
276.0000,1080.2527,0.0000,0,0.0000,1.0000,0.0000,0.0000
277.0000,1084.5140,0.0000,0,0.0000,1.0000,0.0000,0.0000
278.0000,1088.7755,0.0000,0,0.0000,1.0000,0.0000,0.0000
279.0000,1093.0373,0.0000,0,0.0000,1.0000,0.0000,0.0000
280.0000,1097.2993,1097.2993,1,0.0000,1.0000,0.0000,0.0000
281.0000,1101.5615,0.0000,0,0.0000,1.0000,0.0000,0.0000
282.0000,1105.8239,0.0000,0,0.0000,1.0000,0.0000,0.0000
283.0000,1110.0866,0.0000,0,0.0000,1.0000,0.0000,0.0000
284.0000,1114.3494,0.0000,0,0.0000,1.0000,0.0000,0.0000
285.0000,1118.6125,1118.6125,1,0.0000,1.0000,0.0000,0.0000
286.0000,1122.8757,0.0000,0,0.0000,1.0000,0.0000,0.0000
287.0000,1127.1391,0.0000,0,0.0000,1.0000,0.0000,0.0000
288.0000,1131.4027,0.0000,0,0.0000,1.0000,0.0000,0.0000
289.0000,1135.6665,0.0000,0,0.0000,1.0000,0.0000,0.0000
290.0000,1139.9305,1139.9305,1,0.0000,1.0000,0.0000,0.0000
291.0000,1144.1946,0.0000,0,0.0000,1.0000,0.0000,0.0000
292.0000,1148.4589,0.0000,0,0.0000,1.0000,0.0000,0.0000
293.0000,1152.7233,0.0000,0,0.0000,1.0000,0.0000,0.0000
294.0000,1156.9879,0.0000,0,0.0000,1.0000,0.0000,0.0000
295.0000,1161.2526,1161.2526,1,0.0000,1.0000,0.0000,0.0000
296.0000,1165.5175,0.0000,0,0.0000,1.0000,0.0000,0.0000
297.0000,1169.7825,0.0000,0,0.0000,1.0000,0.0000,0.0000
298.0000,1174.0476,0.0000,0,0.0000,1.0000,0.0000,0.0000
299.0000,1178.3129,0.0000,0,0.0000,1.0000,0.0000,0.0000
300.0000,1182.5783,1182.5783,1,0.0000,1.0000,0.0000,0.0000
301.0000,1186.8438,0.0000,0,0.0000,1.0000,0.0000,0.0000
302.0000,1191.1094,0.0000,0,0.0000,1.0000,0.0000,0.0000
303.0000,1195.3752,0.0000,0,0.0000,1.0000,0.0000,0.0000
304.0000,1199.6410,0.0000,0,0.0000,1.0000,0.0000,0.0000
305.0000,1203.9069,1203.9069,1,0.0000,1.0000,0.0000,0.0000
306.0000,1208.1730,0.0000,0,0.0000,1.0000,0.0000,0.0000
307.0000,1212.4391,0.0000,0,0.0000,1.0000,0.0000,0.0000
308.0000,1216.7053,0.0000,0,0.0000,1.0000,0.0000,0.0000
309.0000,1220.9716,0.0000,0,0.0000,1.0000,0.0000,0.0000
310.0000,1225.2379,1225.2379,1,0.0000,1.0000,0.0000,0.0000
311.0000,1229.5044,0.0000,0,0.0000,1.0000,0.0000,0.0000
312.0000,1233.7709,0.0000,0,0.0000,1.0000,0.0000,0.0000
313.0000,1238.0374,0.0000,0,0.0000,1.0000,0.0000,0.0000
314.0000,1242.3040,0.0000,0,0.0000,1.0000,0.0000,0.0000
315.0000,1246.5707,1246.5707,1,0.0000,1.0000,0.0000,0.0000
316.0000,1250.8375,0.0000,0,0.0000,1.0000,0.0000,0.0000
317.0000,1255.1042,0.0000,0,0.0000,1.0000,0.0000,0.0000
318.0000,1259.3710,0.0000,0,0.0000,1.0000,0.0000,0.0000
319.0000,1263.6379,0.0000,0,0.0000,1.0000,0.0000,0.0000
320.0000,1267.9048,1267.9048,1,0.0000,1.0000,0.0000,0.0000
321.0000,1272.1717,0.0000,0,0.0000,1.0000,0.0000,0.0000
322.0000,1276.4386,0.0000,0,0.0000,1.0000,0.0000,0.0000
323.0000,1280.7056,0.0000,0,0.0000,1.0000,0.0000,0.0000
324.0000,1284.9726,0.0000,0,0.0000,1.0000,0.0000,0.0000
325.0000,1289.2396,1289.2396,1,0.0000,1.0000,0.0000,0.0000
326.0000,1293.5066,0.0000,0,0.0000,1.0000,0.0000,0.0000
327.0000,1297.7736,0.0000,0,0.0000,1.0000,0.0000,0.0000
